BGPG_1_c0_g1	AT2G03760.1
BGPG_11667_c0_g1	AT5G16120.3
BGPG_11670_c0_g2	AT5G60680.1
BGPG_11672_c0_g2	AT1G68070.1
BGPG_11677_c0_g2	AT5G03455.2
BGPG_11679_c0_g1	AT1G63360.2
BGPG_11685_c0_g1	AT5G65360.1
BGPG_11686_c0_g2	AT3G15095.3
BGPG_11690_c1_g1	AT3G16910.1
BGPG_11695_c0_g2	AT4G27650.3
BGPG_11698_c0_g1	AT1G54570.1
BGPG_11699_c0_g2	AT4G39090.1
BGPG_11701_c0_g1	AT3G54140.2
BGPG_11702_c0_g1	AT3G47950.2
BGPG_11703_c0_g1	AT2G32520.4
BGPG_11705_c0_g2	AT4G38320.1
BGPG_11705_c0_g3	AT4G38320.1
BGPG_11707_c0_g2	AT5G63610.1
BGPG_11709_c0_g2	AT3G14420.4
BGPG_11711_c0_g2	AT3G22910.1
BGPG_11714_c0_g1	AT1G55030.2
BGPG_11714_c0_g2	AT1G55030.2
BGPG_11715_c0_g1	AT1G67180.6
BGPG_11721_c0_g1	AT2G42920.2
BGPG_11724_c0_g1	AT4G05160.1
BGPG_11728_c0_g1	AT3G16270.3
BGPG_11729_c1_g3	AT1G47420.1
BGPG_11730_c0_g1	AT1G29340.1
BGPG_11734_c1_g3	AT1G11300.1
BGPG_11738_c0_g1	AT3G22600.1
BGPG_11742_c0_g3	AT5G02390.3
BGPG_11746_c0_g2	AT4G24290.3
BGPG_11757_c0_g3	AT2G22610.2
BGPG_11760_c1_g1	AT4G35510.1
BGPG_11760_c1_g2	AT4G35510.1
BGPG_11764_c0_g1	AT2G16900.7
BGPG_11765_c0_g1	AT5G52010.1
BGPG_11767_c0_g1	AT2G28790.2
BGPG_11771_c0_g1	AT5G08120.1
BGPG_11777_c0_g1	AT1G78930.1
BGPG_11782_c0_g4	AT2G20710.1
BGPG_11783_c0_g1	AT1G31130.1
BGPG_11785_c0_g1	AT4G00620.1
BGPG_11785_c0_g4	AT4G00620.1
BGPG_11786_c0_g1	AT2G30050.1
BGPG_1179_c0_g2	AT5G60390.3
BGPG_11791_c0_g1	AT4G28300.2
BGPG_11792_c0_g2	AT5G14400.2
BGPG_11795_c1_g1	AT3G28960.5
BGPG_11797_c0_g1	AT3G47910.2
BGPG_11799_c0_g2	AT4G10330.1
BGPG_11802_c0_g2	AT5G11420.1
BGPG_11805_c0_g1	AT5G06850.1
BGPG_11810_c0_g1	AT2G45400.4
BGPG_11817_c0_g1	AT1G68360.1
BGPG_11819_c0_g1	AT5G50670.2
BGPG_11822_c0_g1	AT4G14890.1
BGPG_11824_c0_g2	AT5G06600.1
BGPG_11824_c0_g3	AT5G06600.1
BGPG_11825_c0_g1	AT4G36930.1
BGPG_11825_c0_g2	AT4G36930.1
BGPG_11832_c1_g1	AT4G25830.1
BGPG_11834_c0_g1	AT5G11790.2
BGPG_11838_c0_g1	AT3G04120.1
BGPG_1184_c0_g1	AT2G24100.1
BGPG_11841_c0_g1	AT2G45690.1
BGPG_11844_c0_g1	AT2G29420.1
BGPG_11844_c0_g2	AT3G09270.1
BGPG_11848_c0_g1	AT2G15740.1
BGPG_11849_c0_g1	AT3G26100.6
BGPG_11860_c0_g1	AT1G79610.1
BGPG_11864_c0_g1	AT1G23090.1
BGPG_11867_c0_g1	AT5G67550.1
BGPG_11870_c0_g1	AT3G25490.1
BGPG_11873_c0_g1	AT5G16570.1
BGPG_11875_c0_g1	AT2G17110.1
BGPG_11875_c0_g2	AT4G35240.2
BGPG_11879_c0_g2	AT4G21065.2
BGPG_11883_c0_g3	AT1G18610.2
BGPG_11893_c0_g1	AT3G54850.1
BGPG_11894_c0_g1	AT1G65910.1
BGPG_11895_c0_g1	AT3G12770.1
BGPG_11897_c0_g1	AT3G46870.1
BGPG_11898_c0_g1	AT1G77855.1
BGPG_11906_c0_g1	AT5G54730.2
BGPG_11906_c0_g2	AT5G54730.1
BGPG_11907_c0_g1	AT1G23710.1
BGPG_11909_c0_g2	AT4G26100.1
BGPG_11911_c0_g1	AT1G01490.4
BGPG_11911_c0_g2	AT1G01490.4
BGPG_11912_c0_g1	AT3G19010.4
BGPG_11920_c0_g1	AT5G35740.1
BGPG_11921_c0_g1	AT2G46640.2
BGPG_11922_c0_g1	AT4G14180.1
BGPG_11929_c2_g1	AT1G53300.1
BGPG_11931_c0_g1	AT1G71960.1
BGPG_11931_c0_g2	AT1G71960.1
BGPG_11932_c0_g1	AT5G58160.1
BGPG_11943_c0_g1	AT1G55840.1
BGPG_11945_c0_g1	AT5G06550.1
BGPG_11946_c0_g2	AT4G22390.1
BGPG_11953_c0_g1	AT5G48150.4
BGPG_11960_c0_g1	AT3G62260.2
BGPG_11967_c0_g2	AT2G20260.1
BGPG_1197_c0_g1	AT1G56020.1
BGPG_11972_c0_g2	AT5G24110.1
BGPG_11975_c0_g1	AT3G26390.1
BGPG_11978_c0_g1	AT2G22870.1
BGPG_11978_c0_g2	AT2G22870.1
BGPG_11979_c0_g1	AT1G06620.2
BGPG_1198_c0_g2	AT1G63430.3
BGPG_11980_c0_g1	AT5G19790.1
BGPG_11986_c0_g1	AT5G02560.1
BGPG_11987_c0_g1	AT3G28450.1
BGPG_11991_c0_g2	AT5G05280.1
BGPG_11991_c0_g3	AT5G05280.1
BGPG_11991_c1_g1	AT4G20040.1
BGPG_11995_c0_g1	AT2G17080.1
BGPG_11997_c0_g2	AT2G18193.1
BGPG_120_c0_g2	AT3G42880.1
BGPG_12001_c0_g1	AT5G65340.1
BGPG_12004_c0_g2	AT1G66150.1
BGPG_12007_c0_g1	AT3G18730.1
BGPG_12011_c0_g1	AT2G34430.1
BGPG_12015_c0_g1	AT3G26700.3
BGPG_12016_c0_g1	AT4G16850.1
BGPG_12018_c0_g1	AT1G02420.1
BGPG_12019_c0_g1	AT2G23690.1
BGPG_12025_c0_g1	AT5G24580.4
BGPG_12026_c0_g1	AT5G43050.1
BGPG_12027_c0_g1	AT2G42610.2
BGPG_12031_c0_g1	AT5G15130.2
BGPG_12031_c0_g2	AT5G15130.2
BGPG_12031_c1_g1	AT5G15130.2
BGPG_12031_c2_g1	AT5G15130.1
BGPG_12034_c0_g1	AT5G55730.2
BGPG_12041_c0_g1	AT3G14180.1
BGPG_12041_c0_g2	AT3G14180.1
BGPG_12042_c0_g1	AT4G30200.2
BGPG_12051_c0_g1	AT5G19140.1
BGPG_12057_c0_g1	AT5G20990.1
BGPG_12062_c0_g1	AT1G33340.1
BGPG_12066_c0_g1	AT5G03260.1
BGPG_12073_c0_g1	AT1G69530.3
BGPG_12074_c0_g1	AT2G27690.1
BGPG_12078_c0_g1	AT4G14640.1
BGPG_12079_c0_g1	AT4G37235.1
BGPG_12087_c0_g1	AT4G00360.1
BGPG_12087_c0_g2	AT2G45970.1
BGPG_12088_c0_g2	AT5G23730.1
BGPG_12090_c0_g1	AT1G63930.1
BGPG_12091_c0_g1	AT3G03300.3
BGPG_12093_c0_g1	AT5G19390.2
BGPG_12096_c0_g1	AT2G30880.2
BGPG_12097_c0_g2	AT1G28310.2
BGPG_12101_c0_g2	AT1G80440.1
BGPG_12103_c0_g3	AT1G02130.1
BGPG_12108_c0_g1	AT4G21430.1
BGPG_12111_c0_g1	AT5G62680.1
BGPG_12115_c0_g2	AT1G68050.1
BGPG_12122_c0_g2	AT1G80133.1
BGPG_12123_c0_g1	AT1G76340.1
BGPG_12124_c0_g3	AT1G12845.1
BGPG_12125_c0_g1	AT1G12760.2
BGPG_12130_c0_g1	AT4G20770.1
BGPG_12132_c0_g1	AT4G28080.1
BGPG_12133_c0_g1	AT1G77410.4
BGPG_12137_c0_g1	AT2G40720.1
BGPG_12139_c0_g1	AT5G53490.3
BGPG_12140_c0_g1	AT2G01755.2
BGPG_12140_c0_g2	AT2G01755.2
BGPG_12143_c0_g1	AT5G10750.1
BGPG_12144_c0_g1	AT1G32470.1
BGPG_12152_c0_g2	AT4G27220.1
BGPG_12162_c0_g1	AT3G44150.1
BGPG_12162_c0_g3	AT3G44150.1
BGPG_12163_c0_g3	AT5G07440.2
BGPG_12171_c0_g3	AT5G56350.1
BGPG_12171_c0_g4	AT5G56350.1
BGPG_12172_c0_g1	AT4G30190.1
BGPG_12174_c0_g1	AT4G12080.1
BGPG_12183_c0_g1	AT5G49290.9
BGPG_12184_c0_g1	AT4G14550.1
BGPG_12186_c0_g1	AT5G20130.2
BGPG_12186_c0_g2	AT5G20130.1
BGPG_12191_c0_g2	AT1G72180.1
BGPG_12195_c0_g1	AT3G27060.1
BGPG_12196_c0_g2	AT5G26170.1
BGPG_12198_c0_g1	AT2G35900.1
BGPG_1220_c0_g1	AT2G33150.1
BGPG_12203_c0_g1	AT3G03150.1
BGPG_12204_c0_g1	AT5G43420.1
BGPG_12207_c0_g1	AT1G53050.2
BGPG_12211_c0_g2	AT2G15320.1
BGPG_12214_c0_g2	AT5G17000.2
BGPG_12215_c0_g2	AT2G34540.2
BGPG_12219_c0_g2	AT3G57040.2
BGPG_12220_c0_g1	AT3G30390.3
BGPG_12221_c0_g1	AT3G14580.1
BGPG_12222_c0_g1	AT1G05010.1
BGPG_12222_c1_g1	AT1G05010.1
BGPG_12224_c0_g1	AT1G21380.1
BGPG_12229_c0_g1	AT2G35795.1
BGPG_12234_c0_g3	AT3G22960.1
BGPG_12235_c0_g1	AT2G06530.2
BGPG_12237_c0_g1	AT3G03140.1
BGPG_12238_c0_g1	AT3G13670.1
BGPG_12239_c0_g2	AT3G59920.1
BGPG_12242_c0_g1	AT2G38750.1
BGPG_12243_c0_g1	AT5G36160.1
BGPG_12248_c0_g2	AT5G49015.3
BGPG_12254_c0_g1	AT2G37870.1
BGPG_12259_c1_g1	AT2G42710.1
BGPG_12262_c0_g1	AT3G26040.1
BGPG_12263_c0_g2	AT2G41950.1
BGPG_12272_c0_g1	AT1G20560.1
BGPG_12273_c0_g3	AT5G54660.1
BGPG_12276_c0_g1	AT2G45570.1
BGPG_12276_c0_g3	AT2G45570.1
BGPG_12277_c0_g1	AT5G65170.2
BGPG_12278_c0_g2	AT5G54690.1
BGPG_12279_c0_g1	AT4G17810.1
BGPG_12283_c0_g1	AT3G16270.3
BGPG_12287_c0_g2	AT4G33625.2
BGPG_12288_c0_g1	AT5G07620.1
BGPG_12290_c0_g1	AT1G75240.1
BGPG_12290_c0_g2	AT1G75240.1
BGPG_12292_c0_g1	AT4G10100.3
BGPG_12298_c0_g1	AT3G07660.1
BGPG_12298_c0_g2	AT3G07660.1
BGPG_12301_c0_g1	AT2G27230.2
BGPG_12305_c0_g1	AT3G43230.1
BGPG_12306_c0_g2	AT2G01275.5
BGPG_12308_c0_g1	AT4G19840.1
BGPG_12310_c0_g1	AT4G22010.1
BGPG_1232_c0_g1	AT5G42905.1
BGPG_12321_c0_g1	AT3G03560.1
BGPG_1233_c0_g1	AT4G35030.9
BGPG_12330_c0_g1	AT1G71060.1
BGPG_12333_c0_g2	AT1G18840.3
BGPG_12334_c0_g5	AT3G17430.2
BGPG_12337_c0_g1	AT1G50240.3
BGPG_12337_c1_g1	AT1G50240.3
BGPG_12338_c0_g1	AT5G26667.4
BGPG_12341_c0_g1	AT1G32210.1
BGPG_12343_c0_g1	AT3G13870.2
BGPG_12344_c0_g1	AT5G06720.1
BGPG_12353_c0_g1	AT1G61415.1
BGPG_12354_c0_g1	AT5G06811.1
BGPG_12355_c0_g2	AT3G01460.1
BGPG_12358_c0_g1	AT4G04210.1
BGPG_12365_c0_g3	AT3G09880.1
BGPG_12366_c0_g1	AT4G05330.2
BGPG_12367_c0_g1	AT1G35210.1
BGPG_12367_c0_g2	AT1G72240.1
BGPG_12369_c0_g1	AT1G31335.1
BGPG_12371_c0_g1	AT3G48460.1
BGPG_12372_c0_g1	AT1G20970.1
BGPG_12376_c0_g1	AT4G36810.1
BGPG_12384_c0_g1	AT2G47590.1
BGPG_12388_c0_g1	AT5G15130.1
BGPG_12388_c0_g2	AT5G15130.1
BGPG_12390_c0_g1	AT1G75900.1
BGPG_12395_c0_g2	AT3G56070.2
BGPG_12396_c0_g1	AT3G06240.1
BGPG_12398_c0_g1	AT4G37820.2
BGPG_124_c0_g1	AT4G21960.1
BGPG_12410_c0_g1	AT5G59810.1
BGPG_12414_c0_g1	AT4G15417.1
BGPG_12414_c0_g2	AT4G15417.1
BGPG_12417_c0_g1	AT4G21740.1
BGPG_12419_c0_g1	AT2G45340.1
BGPG_12425_c0_g1	AT1G16080.1
BGPG_12427_c0_g1	AT5G53400.1
BGPG_12427_c0_g2	AT5G53400.1
BGPG_12434_c0_g2	AT4G29120.1
BGPG_12436_c0_g1	AT3G17730.1
BGPG_12437_c0_g1	AT2G16500.1
BGPG_12438_c0_g2	AT1G19670.1
BGPG_12441_c0_g2	AT2G25320.1
BGPG_12442_c0_g2	AT4G37750.1
BGPG_12443_c0_g2	AT5G52280.1
BGPG_12445_c0_g1	AT1G55670.1
BGPG_12447_c0_g1	AT1G47230.1
BGPG_12448_c0_g2	AT2G39300.3
BGPG_12450_c0_g1	AT1G03780.2
BGPG_12450_c1_g1	AT1G03780.2
BGPG_12452_c0_g1	AT1G60800.2
BGPG_12453_c0_g2	AT5G62960.2
BGPG_12459_c0_g2	AT2G20740.3
BGPG_12465_c0_g1	AT1G07440.1
BGPG_1247_c0_g2	AT2G31670.1
BGPG_12472_c0_g2	AT5G15510.4
BGPG_12473_c0_g1	AT1G19010.1
BGPG_12477_c0_g2	AT1G22640.1
BGPG_12477_c1_g1	AT4G21440.1
BGPG_12482_c0_g1	AT2G03420.1
BGPG_12490_c0_g1	AT1G45249.5
BGPG_12490_c0_g2	AT1G45249.5
BGPG_12491_c0_g1	AT3G60750.1
BGPG_12492_c0_g1	AT3G27250.2
BGPG_12496_c0_g1	AT1G19580.2
BGPG_12496_c0_g2	AT1G19580.1
BGPG_125_c0_g1	AT3G12580.1
BGPG_12503_c0_g1	AT1G79420.1
BGPG_12504_c0_g1	AT3G07570.1
BGPG_12507_c0_g1	AT3G57120.1
BGPG_12513_c0_g1	AT3G13670.1
BGPG_12517_c0_g1	AT5G44560.1
BGPG_12522_c0_g2	AT5G20650.1
BGPG_12523_c0_g1	AT1G02400.2
BGPG_12526_c0_g1	AT1G72470.1
BGPG_12528_c0_g3	AT2G31670.1
BGPG_12530_c0_g5	AT1G49320.1
BGPG_12531_c0_g1	AT3G47810.3
BGPG_12534_c0_g1	AT2G36010.3
BGPG_12538_c0_g1	AT1G54160.1
BGPG_12539_c0_g1	AT1G70650.1
BGPG_12541_c0_g1	AT5G20790.1
BGPG_12542_c0_g1	AT4G02530.1
BGPG_12544_c0_g1	AT3G18240.2
BGPG_12547_c0_g1	AT1G12390.1
BGPG_12548_c0_g1	AT5G52290.1
BGPG_12548_c1_g1	AT5G52290.1
BGPG_12550_c0_g1	AT1G15260.1
BGPG_12556_c0_g2	AT4G27670.1
BGPG_12557_c0_g3	AT4G13330.6
BGPG_12558_c0_g1	AT5G22900.1
BGPG_12558_c1_g1	AT3G44900.1
BGPG_12559_c0_g2	AT5G51160.1
BGPG_12561_c0_g2	AT3G10940.1
BGPG_12564_c0_g2	AT2G37310.1
BGPG_12567_c0_g1	AT4G22880.3
BGPG_12568_c0_g1	AT3G13110.1
BGPG_12569_c0_g1	AT3G54350.5
BGPG_12570_c0_g2	AT5G06100.5
BGPG_12571_c0_g1	AT3G58590.1
BGPG_12572_c0_g1	AT1G58370.2
BGPG_12573_c0_g1	AT5G47780.1
BGPG_12574_c0_g1	AT2G03090.1
BGPG_12578_c0_g1	AT5G63570.1
BGPG_12578_c0_g2	AT3G48730.1
BGPG_12585_c0_g1	AT1G22840.1
BGPG_12586_c0_g1	AT2G27740.1
BGPG_12587_c0_g1	AT3G61790.1
BGPG_12589_c0_g1	AT3G55990.1
BGPG_12590_c0_g2	AT2G15220.1
BGPG_12592_c0_g1	AT4G27450.1
BGPG_12593_c0_g2	AT1G48570.1
BGPG_12594_c0_g1	AT5G67460.1
BGPG_12595_c0_g1	AT4G30980.1
BGPG_12596_c0_g1	AT3G55550.1
BGPG_12599_c0_g1	AT1G18650.1
BGPG_12599_c0_g2	AT2G03505.3
BGPG_126_c0_g1	AT4G14990.1
BGPG_12602_c0_g1	AT2G03090.1
BGPG_12603_c0_g2	AT3G59670.1
BGPG_12605_c0_g1	AT2G34480.1
BGPG_12607_c0_g1	AT1G64780.1
BGPG_12609_c0_g1	AT4G15720.1
BGPG_12613_c0_g1	AT5G61370.1
BGPG_12615_c0_g1	AT1G17710.2
BGPG_12618_c0_g1	AT5G12380.1
BGPG_12619_c0_g2	AT3G06880.5
BGPG_12620_c0_g1	AT1G80680.1
BGPG_12624_c1_g2	AT3G03130.1
BGPG_12628_c0_g1	AT1G26560.1
BGPG_12629_c0_g1	AT1G63850.1
BGPG_12630_c0_g1	AT2G22590.1
BGPG_12631_c0_g1	AT5G52220.2
BGPG_12634_c0_g1	AT5G59850.1
BGPG_12636_c0_g1	AT3G48280.1
BGPG_12639_c0_g1	AT1G13990.1
BGPG_12642_c0_g1	AT3G15354.1
BGPG_12643_c0_g1	AT2G01710.1
BGPG_12644_c0_g1	AT4G17980.2
BGPG_12646_c1_g1	AT5G14895.1
BGPG_12648_c0_g3	AT4G01730.1
BGPG_12650_c0_g1	AT1G35530.3
BGPG_12654_c0_g1	AT5G02440.1
BGPG_12665_c0_g2	AT1G71460.1
BGPG_12666_c0_g1	AT3G14067.1
BGPG_12667_c0_g1	AT1G28280.2
BGPG_12669_c0_g1	AT2G37580.1
BGPG_12670_c0_g1	AT4G34950.1
BGPG_12671_c0_g1	AT1G22680.1
BGPG_12671_c0_g2	AT1G22680.1
BGPG_12676_c0_g1	AT2G39370.1
BGPG_12676_c0_g2	AT2G39370.1
BGPG_12679_c0_g1	AT5G46100.1
BGPG_12681_c0_g1	AT4G00150.1
BGPG_12684_c0_g1	AT1G35710.1
BGPG_12685_c0_g1	AT1G19715.1
BGPG_12688_c0_g1	AT5G04550.2
BGPG_12689_c0_g1	AT2G27490.4
BGPG_12690_c0_g2	AT3G02100.1
BGPG_12691_c0_g1	AT5G50670.2
BGPG_12692_c0_g1	AT4G09160.1
BGPG_12694_c0_g2	AT2G22790.1
BGPG_12696_c0_g1	AT3G22845.1
BGPG_12697_c0_g1	AT5G01360.1
BGPG_12697_c0_g2	AT5G01360.1
BGPG_12699_c0_g1	AT3G26540.1
BGPG_12701_c0_g1	AT1G49230.1
BGPG_12702_c0_g1	AT3G61260.1
BGPG_12703_c0_g1	AT1G45688.1
BGPG_12709_c0_g1	AT2G42005.1
BGPG_12711_c0_g1	AT4G31550.1
BGPG_12713_c0_g2	AT1G80530.1
BGPG_12714_c0_g1	AT2G01110.1
BGPG_12717_c0_g2	AT5G53090.1
BGPG_12718_c0_g1	AT4G37870.1
BGPG_12720_c0_g1	AT3G14720.1
BGPG_12724_c0_g1	AT1G15400.2
BGPG_12726_c0_g2	AT2G45010.1
BGPG_12727_c0_g1	AT2G40320.1
BGPG_12727_c0_g4	AT2G40320.1
BGPG_12729_c0_g1	AT5G03530.2
BGPG_12732_c0_g3	AT1G63850.1
BGPG_12734_c0_g1	AT1G75260.1
BGPG_12737_c0_g1	AT1G35910.1
BGPG_12739_c0_g2	AT1G27170.1
BGPG_12741_c0_g2	AT5G42050.1
BGPG_12741_c0_g3	AT5G42050.1
BGPG_12742_c0_g1	AT2G24550.1
BGPG_12744_c0_g2	AT5G67360.1
BGPG_12746_c0_g2	AT3G12800.1
BGPG_12748_c0_g1	AT2G20142.1
BGPG_12750_c0_g3	AT1G72275.2
BGPG_12751_c0_g3	AT5G49650.1
BGPG_12752_c0_g1	AT1G75335.1
BGPG_12753_c0_g1	AT1G68300.1
BGPG_12754_c1_g2	AT2G25920.1
BGPG_12756_c0_g3	AT5G51720.1
BGPG_12760_c0_g1	AT4G14770.1
BGPG_12761_c0_g1	ATCG00680.1
BGPG_12762_c0_g2	AT5G39670.1
BGPG_12766_c0_g1	AT1G58440.1
BGPG_12768_c0_g1	AT4G03080.1
BGPG_12769_c0_g1	AT1G74770.2
BGPG_12773_c0_g1	AT4G26770.1
BGPG_12774_c0_g1	AT2G02370.3
BGPG_1278_c0_g2	AT2G36460.3
BGPG_12781_c0_g1	AT1G24020.2
BGPG_12785_c0_g1	AT5G25620.2
BGPG_12786_c0_g2	AT4G17170.1
BGPG_12787_c0_g1	AT4G24680.4
BGPG_12788_c0_g1	AT3G03000.1
BGPG_12789_c0_g1	AT5G07440.3
BGPG_12790_c0_g2	AT1G68400.1
BGPG_12790_c0_g3	AT1G68400.1
BGPG_12791_c0_g1	AT4G17880.1
BGPG_12793_c0_g1	AT1G69480.2
BGPG_12794_c0_g1	AT1G43910.1
BGPG_12794_c0_g2	AT1G43910.1
BGPG_12796_c0_g1	AT1G67050.1
BGPG_12797_c0_g1	AT3G50390.1
BGPG_12802_c0_g1	AT2G26690.1
BGPG_12803_c0_g1	AT2G38290.1
BGPG_12805_c0_g1	AT3G04560.1
BGPG_12807_c0_g1	AT3G31430.1
BGPG_12808_c0_g2	AT1G61550.1
BGPG_12809_c0_g1	AT5G18390.1
BGPG_12810_c0_g5	AT4G12560.3
BGPG_12815_c0_g1	AT1G26730.1
BGPG_12817_c1_g2	AT2G39960.1
BGPG_12820_c0_g1	AT1G19900.1
BGPG_12828_c0_g1	AT5G52280.1
BGPG_12830_c0_g1	AT3G56950.2
BGPG_12831_c0_g1	AT4G37370.1
BGPG_12833_c0_g1	AT1G49160.7
BGPG_12835_c0_g1	AT4G37445.1
BGPG_12836_c0_g1	AT1G77360.2
BGPG_12839_c0_g1	AT1G56220.5
BGPG_12841_c0_g1	AT5G20810.1
BGPG_12842_c0_g1	AT4G38760.1
BGPG_12842_c0_g2	AT4G38760.1
BGPG_12842_c0_g3	AT4G38760.1
BGPG_12843_c0_g2	AT1G63700.2
BGPG_12847_c0_g1	AT5G59320.1
BGPG_12848_c0_g1	AT4G08540.1
BGPG_12850_c0_g1	AT2G32590.1
BGPG_12850_c1_g1	AT2G32590.1
BGPG_12851_c0_g2	AT1G32440.1
BGPG_12852_c0_g2	AT1G32500.1
BGPG_12855_c0_g1	AT5G51190.1
BGPG_12856_c0_g1	AT2G28890.1
BGPG_12857_c0_g1	AT3G26330.1
BGPG_12857_c2_g1	AT2G30750.1
BGPG_12859_c0_g2	AT1G14370.1
BGPG_12860_c0_g2	AT3G08720.4
BGPG_12863_c0_g2	AT2G40935.9
BGPG_12864_c0_g1	AT1G50660.1
BGPG_12865_c0_g2	AT2G44745.1
BGPG_1287_c0_g1	AT3G14470.2
BGPG_12870_c0_g1	AT1G67320.2
BGPG_12871_c0_g1	ATCG00480.1
BGPG_12872_c0_g1	AT5G56550.1
BGPG_12875_c0_g1	AT1G02065.1
BGPG_12877_c0_g1	AT3G05200.1
BGPG_12879_c0_g1	AT4G38380.3
BGPG_12881_c0_g1	AT2G44620.1
BGPG_12882_c0_g1	AT5G43700.1
BGPG_12884_c0_g1	AT5G67550.1
BGPG_12887_c0_g1	AT2G17420.1
BGPG_12888_c0_g1	AT2G01710.1
BGPG_12892_c0_g1	AT3G02065.3
BGPG_12895_c0_g1	AT5G56550.1
BGPG_12897_c0_g1	AT1G28960.7
BGPG_12898_c0_g1	AT5G66940.1
BGPG_12899_c0_g1	AT5G39590.1
BGPG_12901_c0_g1	AT5G35732.1
BGPG_12902_c0_g1	AT3G47850.1
BGPG_12904_c0_g1	AT1G32930.1
BGPG_12907_c0_g1	AT5G14940.1
BGPG_12908_c0_g1	AT2G48060.3
BGPG_12909_c0_g1	AT2G05310.1
BGPG_12910_c0_g1	AT4G33800.2
BGPG_12913_c0_g2	AT5G04000.2
BGPG_12916_c0_g1	ATMG00560.1
BGPG_12917_c0_g1	AT2G30270.1
BGPG_12918_c0_g1	AT2G23755.1
BGPG_12921_c0_g1	AT4G20960.1
BGPG_12924_c0_g3	AT5G52280.1
BGPG_12925_c0_g1	AT1G33590.3
BGPG_12926_c0_g1	AT2G01150.1
BGPG_12927_c0_g2	AT3G14960.1
BGPG_12928_c0_g1	AT3G58040.3
BGPG_12931_c0_g1	AT2G45960.1
BGPG_12933_c0_g1	AT3G62930.1
BGPG_12934_c0_g1	AT1G28220.1
BGPG_12935_c0_g2	AT4G16144.1
BGPG_12939_c0_g1	AT1G78130.1
BGPG_12941_c0_g1	AT4G34880.2
BGPG_12943_c0_g1	AT1G51740.1
BGPG_12943_c0_g2	AT1G51740.1
BGPG_12944_c0_g2	AT5G62710.2
BGPG_12944_c0_g3	AT5G62710.1
BGPG_12945_c0_g1	AT5G15300.1
BGPG_12947_c0_g1	AT1G80300.1
BGPG_12950_c0_g1	AT1G64980.2
BGPG_12954_c0_g1	AT1G15720.1
BGPG_12956_c0_g1	AT3G22780.1
BGPG_12957_c0_g1	AT4G27600.1
BGPG_12958_c0_g2	AT3G26782.1
BGPG_12959_c0_g1	AT1G55620.1
BGPG_12966_c0_g1	AT1G13900.1
BGPG_12968_c0_g1	AT2G37170.2
BGPG_12969_c0_g1	AT5G05360.1
BGPG_12969_c0_g2	AT5G05360.1
BGPG_12973_c0_g1	AT5G22580.1
BGPG_12973_c0_g2	AT5G22580.1
BGPG_12976_c0_g1	AT4G28690.2
BGPG_12976_c0_g2	AT4G28690.1
BGPG_12976_c0_g3	AT2G20310.1
BGPG_12977_c0_g1	AT1G27450.1
BGPG_12977_c0_g2	AT1G27450.1
BGPG_12978_c0_g2	AT3G20180.3
BGPG_12979_c0_g1	AT1G51760.1
BGPG_12980_c0_g2	AT5G42850.2
BGPG_12983_c0_g1	AT1G07320.2
BGPG_12984_c0_g1	AT1G02800.1
BGPG_12985_c0_g1	AT1G36310.2
BGPG_12985_c0_g3	AT1G36310.2
BGPG_12987_c0_g2	AT4G38900.3
BGPG_12988_c0_g2	AT5G13160.1
BGPG_12992_c0_g1	AT3G07320.1
BGPG_12993_c0_g1	AT2G13680.1
BGPG_12994_c0_g1	AT2G26550.2
BGPG_12995_c0_g1	AT3G07660.1
BGPG_12996_c0_g3	AT2G39080.1
BGPG_12999_c0_g1	AT2G44900.2
BGPG_13000_c0_g1	AT4G27220.2
BGPG_13002_c0_g1	AT3G26280.1
BGPG_13009_c0_g1	AT5G20270.1
BGPG_13009_c0_g2	AT5G20270.1
BGPG_13011_c0_g1	AT2G28230.1
BGPG_13015_c0_g1	AT5G17770.1
BGPG_13019_c0_g1	AT3G07130.1
BGPG_13021_c0_g2	AT5G60920.2
BGPG_13024_c0_g1	AT3G11410.1
BGPG_13025_c1_g1	AT3G16150.1
BGPG_13030_c0_g1	AT1G27210.1
BGPG_13033_c0_g1	AT5G04780.1
BGPG_13034_c0_g1	AT2G27770.1
BGPG_13036_c0_g1	AT1G09290.1
BGPG_13041_c0_g2	AT2G18400.1
BGPG_13043_c0_g1	AT2G33040.1
BGPG_13045_c1_g1	AT3G50660.1
BGPG_13046_c0_g1	AT1G58170.1
BGPG_13048_c0_g1	AT1G15170.1
BGPG_13048_c0_g2	AT1G15160.1
BGPG_13049_c1_g1	AT5G62600.1
BGPG_13050_c0_g1	AT3G60580.1
BGPG_13054_c0_g1	AT5G46750.1
BGPG_13055_c0_g1	AT3G21350.1
BGPG_13056_c0_g2	AT1G15060.3
BGPG_13058_c1_g1	AT4G36020.2
BGPG_13058_c1_g2	AT4G36020.2
BGPG_13058_c2_g1	AT4G36020.2
BGPG_13059_c0_g2	AT3G57000.1
BGPG_13059_c0_g3	AT3G57000.1
BGPG_13062_c0_g1	AT5G55090.1
BGPG_13064_c1_g2	AT4G25315.2
BGPG_13064_c1_g3	AT4G25315.3
BGPG_13066_c0_g1	AT5G26710.1
BGPG_13067_c0_g2	AT1G62810.1
BGPG_13067_c0_g3	AT4G12280.1
